product_name,price,item_type,description,misc_notes,in_stock,supplier
Torque GT Air Freshener 5 Pack,£5.00,,"SKU:     
        TGT-AF3",,In Stock,TorqueGT
AEM X-Series Temperature Gauge 150°C / 300°F,£218.72,,"SKU:     
        30-0302","Features:

Excellent accuracy and speed
Easy to read sweeping LED needle
52mm housing
User selectable warnings
Comes with black bezel and double sided black water temperature faceplate

Please Note:

Oil temp faceplates are optional extras, you also need to purchase the optional accessory kit 30-0302-ACC",In Stock,TorqueGT
Fuchs Titan Race Pro S 5W40 Fully Synthetic Oil - 5L,"£59.50, £62.00",,"SKU:     
        F600888091","Ideally suited for modern high performance engines under extreme operating conditions
Excellent low temp flow characteristics
Ester synthetic formula offers excellent anti-wear characteristics, particularly in high lift camshaft and heavily loaded valve train components",In Stock,TorqueGT
Millers CFS NT+ Nanodrive 5W40 Fully Synthetic Oil - 5L,"£59.95, £74.99",,"SKU:     
        7963-5L    





Millers is a family owned, UK based company that develops engine oils and fuel additives for both commercial and domestic markets, as well as catering for motor sport applications. Their performance lubricants are proven in race series such as the Civic Cup and Caterham Championship, giving you absolute peace of mind in the quality of their oils.
New for 2017, Nanodrive NT+ is Millers latest generation of performance orientated, super low friction oil. Building upon previous iterations of their Nanodrive technology, NT+ is Millers benchmark performance oil that offers unsurpassed levels of engine lubrication, boasting up to a 15% reduction in friction over previous versions of Nanodrive.
Specially developed for use in fast road, race, rally, sprints and hill climbs, NT is also ideally suited for engines with hydraulic tappets. Millers Website","Manufactured to far exceed the requirements of API SL/CF and ACEA A3/B4
Ideal for fast road or track day use, especially in engines where a 5w30 is normally specified
Suitable for operating at 125c with peak temperatures up to 150c
Significantly reduced friction",Not In Stock,TorqueGT
Link Exhaust Gas Temperature Sensor,£130.80,,"SKU:     
        LINK-101-0146","Technical Specification:

Range: 148 to 2372F (-100 to 1300C)
Accuracy: +/- 0.4% of reading or about +/- 1.1C
Prode diameter: 1/4 inch (0.250 inch / 6.35mm)
Sensing junction: Exposed, ungrounded
Response time: 150ms
Outer sheath material: Inconel, melting point 2550F (1440C)
Cable: Stainless steel overbrading over Teflon insulated, stranded wires
Compression fitting: 316 stainless steel, adjustable",Not In Stock,TorqueGT
Link Coolant Temperature Sensor (NTC1-8),£54.00,,"SKU:     
        LINK-101-0076",,Not In Stock,TorqueGT
Corbeau Evo RB Reclining Bucket Seat,£420.00,,"SKU:     
        COR-SS00    


                COR-SS003            

                COR-SS006            

                COR-SS004            

                COR-SS005            






Evo RB is the latest addition to the Corbeau Sportline reclining bucket seat range. Replacing the outgoing Boss Evo seat, the Evo RB incorporates popular design features from other Sportline Seat models in our range.
Moulded foam cushioning has been styled to provide enhanced lateral and lumbar support, maximising user comfort and safety for the road or track. Sided for either the driver or passenger, backrest adjustment is built in with a high quality reclining mechanism.
Available in 2 trim options of full black cloth or a striking black/red cloth combination, the Evo RB is a refreshing option that will breathe new life into your interior.","Product Features:

Ideal for Fast Road &amp; Track Days
Designed with 3 &amp; 4 Point Harnesses In Mind
Mount Using Our Subframe &amp; Slider Combination
Reclining Bucket Seat
Forward Tilt Enabled
2 Colour Options",Not In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 17x9J ET12 5x114 Semi Gloss Black,£336.00,,,,Not In Stock,TorqueGT
Fuchs Titan Race Pro R 10W40 Semi Synthetic Oil - 5L,£63.48,,"SKU:     
        F600982775    





FUCHS is a global Group with German roots that has developed, produced and sold lubricants and related specialties for more than 85 years  for virtually all areas of application and sectors. With 58 companies and more than 5,000 employees worldwide, the FUCHS Group is the leading independent supplier of lubricants.
Titan Race PRO R is an Ester based semi synthetic oil formulated to maximum margins of protection during periods of fast road or track use. It offers significant imporvements in power output compared with higher viscosity grades whilst providing outstaning wear protection, protection from high temperature piston deposits and excellent high temperature stability even under arduous racing conditions.
The product is suitable for use in modern cars and is particularly recommended for high performance engines where their exceptional shear stability and wear protection help to maintain consistent power output and reliability.","Ideally suited for modern high performance engines under extreme operating conditions
Excellent low temp flow characteristics
Ester synthetic formula offers excellent anti-wear characteristics, particularly in high lift camshaft and heavily loaded valve train components",In Stock,TorqueGT
"Exoracing V-Band Clamp With Flanges 2.25"" 57mm Stainless Steel",£27.49,,"SKU:     
        EX-VBAN-2.25    





Our exoracing v-band clamp are one of the strongest leak free ways for fabricators to build exhaust and turbo systems. We include the male and female v-band clamp flanges to make exhaust work a breeze. Simply tack up both sides and install the self-aligning clamp in the centre, then screw on the locking nut for a perfect seal every time.
The V-band flanges make it easy to install and remove exhaust systems and turbo parts, such as downpipes, B Pipes etc. Being a great product for racers or track day enthusiasts, these clamps make it easy to remove parts to gain access to vital components easily as there are no hard-to-reach bolts or special tools needed.
Simply undo the clamp via the locking nut and you can remove the component easily and quickly. As the flanges are a perfect fit and lock together you do not need a gasket, so never need to worry about it blowing out which is a common problem among most other exhaust products.","Product Features:

Manufactured from 304 grade Stainless Steel
Includes a male and female V-band flange
Reduces the risk of broken exhaust bolts
No need for a gasket
Quick and simple to install/remove
Provides a leak free seal
Perfect for intercoolers, exhausts, intakes, and turbochargers",Not In Stock,TorqueGT
"Mishimoto Universal Curved Blade Slim Electric Fan 14""",£105.12,,"SKU:     
        MMFAN-14C    





This curved blade fan can be used as an upgrade to the OEM fan for more efficient cooling or fitment issues with aftermarket products. With its slim design, the fan can easily be installed flush against a radiator. For universal installation, use Mishimoto Universal Fan Mount Kit (P/N: MMFAN-MOUNT). Mishimoto recommends the use of a fan shroud and our fan mounting kit in addition to the included mounting tabs for a secure installation.","High-flow curved blade fan provides 1150 CFM of airflow
Universal fitment
Compact design with a diameter of 304.5mm and an overall thickness of only 60mm"" provides increased engine bay space
Easily reversible for use as a pusher or puller fan
Mishimoto Lifetime Warranty",Not In Stock,TorqueGT
"Exoracing V-Band Clamp With Flanges 2"" 51mm Stainless Steel",£27.49,,"SKU:     
        EX-VBAN-2    





Our exoracing v-band clamp are one of the strongest leak free ways for fabricators to build exhaust and turbo systems. We include the male and female v-band clamp flanges to make exhaust work a breeze. Simply tack up both sides and install the self-aligning clamp in the centre, then screw on the locking nut for a perfect seal every time.
The V-band flanges make it easy to install and remove exhaust systems and turbo parts, such as downpipes, B Pipes etc. Being a great product for racers or track day enthusiasts, these clamps make it easy to remove parts to gain access to vital components easily as there are no hard-to-reach bolts or special tools needed.
Simply undo the clamp via the locking nut and you can remove the component easily and quickly. As the flanges are a perfect fit and lock together you do not need a gasket, so never need to worry about it blowing out which is a common problem among most other exhaust products.","Product Features:

Manufactured from 304 grade Stainless Steel
Includes a male and female V-band flange
Reduces the risk of broken exhaust bolts
No need for a gasket
Quick and simple to install/remove
Provides a leak free seal
Perfect for intercoolers, exhausts, intakes, and turbochargers",Not In Stock,TorqueGT
Turbosmart Boost Gauge 0-30psi 52mm,£50.34,,"SKU:     
        TS-0101-2023","Features include:

Simple mechanical operation
Bright backlighting
Vacuum to 3psi range
Suits most turbocharged vehicles
Includes necessary mounting and hardware",Not In Stock,TorqueGT
AEM X-Series Boost Pressure Gauge 15PSI / 1BAR,£193.60,,"SKU:     
        30-0309","Features:

Excellent accuracy and speed
Easy to read sweeping LED needle
52mm housing
User selectable warnings
Comes with black bezel and reversible black PSI/BAR boost pressure faceplate",Not In Stock,TorqueGT
Turbosmart Blow Off Valve Inlet Fitting 20mm,£19.14,,"SKU:     
        TS-0203-3005    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.




Turbosmarts Kompact Blow Off Valve Inlet Fitting (20mm) is designed to fit Turbosmart Kompact Dual Port and Plumb Back BOVs. Turbosmarts inlet fitting offers a high-performance leak-free seal to ensure maximum performance of your BOV.
With Turbosmarts Kompact Blow Off Valve Inlet Fitting (20mm), you can rest assured that your BOV will reach its peak performance while being securely held in place. Enjoy the peace of mind of knowing that Turbosmart has created the perfect solution for fitting your Kompact BOV with one easy-to-install piece.
Upgrade now to Turbosmarts Kompact Blow Off Valve Inlet Fitting (20mm) for the ultimate in performance and reliability.",,Not In Stock,TorqueGT
Soft99 Premium Kit Dark & Bag ,£126.99,,"SKU:     
        S99-SBPKD","Description:
The kit is composed of 10 products for washing, decontamination, protection and maintenance of car paint, glass surfaces and tires.
The kit comprises of 10 products:
1. Microfiber Cloth - Super Water Absorbant Regular Size2. Glaco Glass Compound Roll On 100 ml3. Ultra Glaco - water-repellent coating 70ml4. Neutral Shampoo Creamy Type - shampoo 1000ml5. SMOOTH EGG Clay Bar  claybar 100g6. Micro Liquid Compound Set Dark &amp; Black  cleaner 250ml7. Fusso Coat Speed &amp; Barrier Hand Spray  quick detailer 400ml8. Fusso Coat 12 Months Wax Dark - wax 200g9. Tire Black Wax - tire wax 170g10. Iron terminator  fallout remover 500ml",In Stock,TorqueGT
Link 3 Bar MAP Sensor (MAP3),£126.00,,"SKU:     
        LINK-MAP3    





Map sensor capable of reading up to 3 Bar (2 bar of boost). Includes 3 Bar MAP sensor, plugs, and pins.",,Not In Stock,TorqueGT
Mugen Logo Sticker B,£8.30,,"SKU:     
        90000-YZ5-310B-K2","Product Features:

2 stickers included
H: 47mm x W: 100mm",In Stock,TorqueGT
Hybrid Racing Fitted Cap,£50.00,,"SKU:     
        HYB-HAT-00-01",,In Stock,TorqueGT
HEL Braided Brake Lines - Toyota GT86 2 2012-,£108.00,,"SKU:     
        TOY-4-116    


                TOY-4-116-White            

                TOY-4-116-Black            

                TOY-4-116-Red            

                TOY-4-116-Orange            

                TOY-4-116-Yellow            

                TOY-4-116-Transparent-Blue            

                TOY-4-116-Transparent-Red            

                TOY-4-116-Transparent-Purple            

                TOY-4-116-Carbon-Look            

                TOY-4-116-Pink            

                TOY-4-116-Blue            

                TOY-4-116-Green            






The importance of high performance braking products cannot be understated. If you value performance, then quality braking products should be at the top of your list when upgrading your vehicle. HEL lines are trusted by a number of national and international race teams, combining innovative product design with reasonable pricing.
Each HEL performance brake line kit is manufactured in-house from the finest quality steel fittings swaged directly to hard drawn tensile stainless steel braided hoses. By replacing your standard rubber hoses with HEL performance stainless steel hoses, you will eliminate the spongy feeling often found under extreme braking conditions.","Product features:  Like for like replacements for the standard flexible brake hoses Includes all necessary hardware for installation Sold as a set of hoses for each vehicle PTFE inner material, stainless steel sheath and protective PVC cover",Not In Stock,TorqueGT
Enkei RPF1RS Lightweight Alloy Wheel,£332.54,,"SKU:     
        E-RPF1-RS    


                RPF1RS18951251143MDG            

                RPF1RS18951251143S            

                RPF1RS18111051143MDG            

                RPF1RS18111051143S            

                RPF1RS181051051143MDG            

                RPF1RS181051051143S            

                RPF1RS18105051143MDG            

                RPF1RS18105051143S            

                RPF1RS1810651143MDG            

                RPF1RS1810651143S            

                RPF1RS158284100MDG            

                RPF1RS158284100S","Product features:

Designed using experiences learned in Formula 1
MAT Technology, one-piece cast wheel
Priced per wheel
Available in F1 Silver, Matte Dark Gunmetal or SBC
Centre cap sold seperately",Preorder Only,TorqueGT
AEM X-Series Temp Gauge Accessory Kit,£17.71,,"SKU:     
        30-0302-ACC",,Not In Stock,TorqueGT
Fuchs Titan GT1 Flex 3 5W40 Fully Synthetic Oil - 5 Litres,"£32.78, £38.00",,"SKU:     
        F602015846    





Fuchs is a global Group with German roots that has developed, produced and sold lubricants and related specialties for more than 85 years  for virtually all areas of application and sectors. With 58 companies and more than 5,000 employees worldwide, the FUCHS Group is the leading independent supplier of lubricants.
TITAN GT1 FLEX 3 SAE 5W-40 is a Premium engine oil for passenger cars and vans utilizing the new XTL Technology. The innovative XTL-Technology offers highest performance over the full temperature range from very low up to very high temperatures. The unique lubrication properties of XTL Technology offer significant benefits in highly stressed engines, especially in the latest downsized or engines with Stop-Start systems.","Features Include:

Flexible application for diesel and gasoline vehicles of various manufacturers
Especially suitable for high-performance engines
Improved aging stability through XTL, proven in standardized engine tests
Low oil consumption through XTL technology
Excellent wear protection

Specification:

ACEA C3
API SN",In Stock,TorqueGT
Turbosmart Blow Off Valve Spring - Green,£17.94,,"SKU:     
        TS-0203-3003    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.


Turbosmarts springs are designed to work with our Plumb Back, Dual Port and Supersonic blow off valves. They offer a wide range of spring rates to suit your driving style and application. Suits Turbosmart Kompact BOV Range. Vacuum High -24InHg, Vacuum Low -14In Hg
Turbosmarts springs are made from high-quality materials and are designed to maintain the peak performance of your blow off valve under the most extreme conditions. Choose from our selection of Turbosmart springs to get the perfect fit for your car and the best performance from your blow off valve.",,Not In Stock,TorqueGT
Turbosmart Kompact Blow Off Valve O-Ring Kit,£14.34,,"SKU:     
        TS-0203-3014    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.




Turbosmart is proud to present the BOV Kompact Dual Port/Plumb Back O-ring Kit. Turbosmarts highest quality kit includes two sets of OEM replacement O-rings for Turbosmarts Kompact Blow Off Valves. The dual port design allows for a wide range of installation possibilities, allowing almost any setup to be achieved. With its low cost and high reliability, Turbosmarts BOV Kompact Dual Port/Plumb Back O-ring Kit is the ideal solution for anyone looking to upgrade or repair their existing Turbosmart Kompact Blow Off Valve system.",,Not In Stock,TorqueGT
TRD Seat Belt Shoulder Pad Set - Black Stitching,£101.03,,"SKU:     
        MS010-00012",,In Stock,TorqueGT
Hybrid Racing Awesome Sauce Air Fresheners - 5 Pack,£11.00,,"SKU:     
        HYB-AIF-01-05","Product Features:


World famous squash scent
Pack of 5
Individually wrapped",In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 18x9.5J ET38 5x114 Semi Gloss Black,£386.40,,,,Not In Stock,TorqueGT
"Exoracing V-Band Clamp With Flanges 1.75"" 44mm Stainless Steel",£27.49,,"SKU:     
        EX-VBAN-1.75    





Our exoracing v-band clamp are one of the strongest leak free ways for fabricators to build exhaust and turbo systems. We include the male and female v-band clamp flanges to make exhaust work a breeze. Simply tack up both sides and install the self-aligning clamp in the centre, then screw on the locking nut for a perfect seal every time.
The V-band flanges make it easy to install and remove exhaust systems and turbo parts, such as downpipes, B Pipes etc. Being a great product for racers or track day enthusiasts, these clamps make it easy to remove parts to gain access to vital components easily as there are no hard-to-reach bolts or special tools needed.
Simply undo the clamp via the locking nut and you can remove the component easily and quickly. As the flanges are a perfect fit and lock together you do not need a gasket, so never need to worry about it blowing out which is a common problem among most other exhaust products.","Product Features:

Manufactured from 304 grade Stainless Steel
Includes a male and female V-band flange
Reduces the risk of broken exhaust bolts
No need for a gasket
Quick and simple to install/remove
Provides a leak free seal
Perfect for intercoolers, exhausts, intakes, and turbochargers",Not In Stock,TorqueGT
Soft99 Iron Terminator 500ml,£9.99,,"SKU:     
        S99-10333","Directions:


1. Rinse wheels to remove lose dirt and debris
2. Spray the product across the wheels and allow to stand for 3-5 minutes
3. Rinse with soap and water. Heavy soiling may require a second application and a suitable wheel brush to loosen dirt",In Stock,TorqueGT
Exoracing 1mx1.2m Silver Reflective Sheet Heat Shield Adhesive High Temperature,£32.99,,"SKU:     
        EX-SILV-REF-SHEE    





Our heat reflective shield barriers are a state-of-the-art polymer laminated glass cloth that is extremely light weight and capable of handling continual operating temperatures of 850 degrees F. They are often used in motorsport applications such as drifting or drag racing to dramatically lower intake air temperatures which is always a good thing for performance!
The reflective heat sheet offers considerable weight savings over similar types of materials yet still reflects 80 percent of radiant heat. Requiring minimal clearance, our reflective heat tapes are a highly conformable material that has a pressure sensitive adhesive backing that is easy to apply and remove.
Popular uses include engine covers, seat bottoms, bulk heads, and fuel cells, the possibilities are endless. Installation of our heat reflective tapes are simple and easy. just cut to the required size, peel off the backing, and apply using a slight amount of pressure to stick to the surface. Make sure to thoroughly clean the surface before application for the best results. We currently offer these in easy-to-use rolls or sheets, and stock gold or silver heat tape to match your purpose.","Product Features:

Colour: Silver
Type: Heat Reflective tape
Length: 1m
Width: 1.2m
Maximum continuous Temperature: 850°F/450°C
Maximum intermittent Temperature: 2000°F/1100°C
Installation: Self Adhesive
Rated at 850°F/450°C continuous, but can handle intermittent spikes of 2000°F/1100°C",In Stock,TorqueGT
Mishimoto Racing Thermostat - BRZ / GT86,£59.06,,"SKU:     
        MMTS-BRZ-13","Direct replacement for factory part
Promotes cooler running
OEM Activation Temp 76.5 C
Mishimoto Activation Temp 63 degree C
Mishimoto Lifetime Warranty",Not In Stock,TorqueGT
Soft99 Micro Liquid Compound - Dark,£13.99,,"SKU:     
        S99-MCL-D","Directions:
1. Prepare your vehicle by washing it thoroughly with pH neutral shampoo and drying2. Apply a small amount of product onto the black side of the included sponge3. Polish the cleaned or scratched area with force4. Wipe off the remains with a clean microfiber cloth",In Stock,TorqueGT
Soft99 Fusso F7 Sealant ,£16.99,,"SKU:     
        S99-F7    





Produced in Japan, Soft99's range of cleaning products allow those who drive JDM to clean JDM. Very well priced and boasting exceptional performance, Soft99's products bring Japanese quality to your car cleaning ritual.
An alternative to traditional sealants and waxes, F7 is a fluorine based, PFTE product that creates a barrier against harmful contaminents that lasts up to 7 months, effortlessly beading water and repelling any contaminents. An excellent, easy to apply alternative to Fusso coat.","Directions:

1. Please rinse and wash car to remove dirt and sand
2. Put product to yellow side of application pads
3. Apply in up-down then left-right motion
4. Let it dry for 10-15 mins and buff with a clean microfibres cloth",In Stock,TorqueGT
"AEM X-Series Oil Pressure Gauge 100PSI, 7BAR",£206.52,,"SKU:     
        30-0301","Features:

Excellent accuracy and speed
Easy to read sweeping LED needle
52mm housing
User selectable warnings
Comes with black bezel and reversible black PSI/BAR boost pressure faceplate",In Stock,TorqueGT
Soft99 - Pearl and Metallic Soft Wax,£15.39,,"SKU:     
        S99-00027","Description:
Soft99 Pearl and Metallic Soft Wax creates a long-lasting, hydrophobic protective coat on your vehicle, and brings out the deep shine of your cars paint. Available in three tone variations to produce best results depending on your car paint colour.
Directions for use:
1. Prepare your vehicle by washing it thoroughly with pH neutral shampoo, drying and decontaminating the car paint using a clay bar, a cleaner orother products2. Apply the product onto the included pad by rubbing it lightly into the wax after opening the can3. Spread the wax on your car paint thinly and evenly, panel by panel, with cross movements4. Wait for the wax to dry on the surface, until white residue becomes visible5. Polish the residue with a dry and clean microfiber cloth",In Stock,TorqueGT
Exoracing 5mx5cm Carbon Exhaust Heat Wrap Tape Manifold Insulation,£21.99,,"SKU:     
        EX-EXH-BLA-5M    





Exhaust heat wrap is one of the easiest and cheapest methods of heat management in your engine bay. There are a few advantages for using exhaust wrap, but the main ones are to decrease engine bay temperatures and to speed up the exhaust gas flow. Exhaust heat wrap is very simple and easy to install, but will have a dramatic effect to your temperatures, and is one of the first go to heat management methods of many racing teams worldwide. The exhaust wrap is simply wrapped around your exhaust manifold and fixed into place using our supplied cable ties to make sure you have a strong tight seal.
The exhaust system of a car carries out the hot exhaust gas from the engine which can reach temperatures of up to 1200 degrees in some extreme applications. The effects of a hot manifold and exhaust system can negatively impact the overall performance of an engine due to intake air temperature. An engine is designed to run at an optimal temperature which will make peak power, usually the cooler the intake temperatures the better an engine will perform and the more power it will make. In some applications the cooling system on a car is not enough to keep the engine at optimal temperatures, resulting in heat soak to engine components which will dramatically reduce the efficiency and power. As well as the efficiency and power being affected by temperature, having too much heat in an engine bay can cause unnecessary wear and strain on delicate components that are not designed to operate in extreme engine bay temperatures. Items such as bearings, fluid lines and wiring can become damaged with overexposure to heat.
Another added benefit of our exhaust heat wrap is that you will reduce any radiating heat from the exhaust through the firewall or chassis resulting in less heat coming into the car. You can reduce temperatures anywhere up to a massive 50% which has a massive number of benefits and virtually no downside.","Product Features:

Reduces under bonnet temperatures.
Improves power &amp; protects other components
Superior durability and heat retention
Size: 5cm x 5m
Material: titanium fibre
Temperature continuous 1800°C
Temperature intermittent 3100°C
Includes: 4 x stainless cable ties
It is always recommended to soak the exhaust wrap in water when installing, and to have a consistent overlap on the piping to reduce heat spots.",In Stock,TorqueGT
Dixcel Ultra Racing Brake Fluid 500ml,£27.00,,"SKU:     
        RF705-01","Product Specification:

Stable even at high temperatures
Borate esters based
500ml per bottle




 
Dixcel Ultra Racing
FMVSS spec


Dry boiling point
325
260+


Wet boiling point
211
180+


Viscosity (-40)
2436cSt
900cSt or less


Viscosity (100)
2.6cSt
over 1.5cSt


pH
7.2
711.5",In Stock,TorqueGT
Millers Trident 5W40 Fully Synthetic Oil - 1  Litre,"£4.99, £10.95",,"SKU:     
        7625-1L    





Millers is a family owned, UK based company that develops engine oils and fuel additives for both commercial and domestic markets, as well as catering for motor sport applications. Their performance lubricants are proven in race series such as the Civic Cup and Caterham Championship, giving you absolute peace of mind in the quality of their oils.
Trident 5w40 has been formulated to meet the very latest requirements for engines operating under the most severe conditions. Highly recommended for use in high performance vehicles, Trident offers full protection, even over long service intervals and is designed to aid easy starting and quick circulation, even at very cold temperatures.
An excellent lubricant that meets all the necessary requirements of modern high performance naturally aspirated and turbo charged cars. Especially well suited to cars which are daily driven or aren't driven hard for prolonged periods of time.","Manufactured to meet API SL/CF and ACEA A3/B3, A3/B4
Full protection even under extreme operating conditions, including long service intervals
Provides easy starting and quick circulation of the oil even under very cold conditions",In Stock,TorqueGT
Millers XF Premium MTF Gearbox Oil 75w90 - 1 Litre,£11.50,,"SKU:     
        8376-1L    





Millers is a family owned, UK based company that develops engine oils and fuel additives for both commercial and domestic markets, as well as catering for motor sport applications. Their performance lubricants are proven in race series such as the Civic Cup and Caterham Championship, giving you absolute peace of mind in the quality of their oils.
XF Premium MTF is a high quality 75w90 gear oil designed for use in modern gearboxes, transfer boxes and differentials that require a 75w90.","Manufactured to meet API GL-4 and GL-5
Suitable for manual gearboxes, transfer boxes and differentials
Improves protection at high temperatures, reducing wear and tear
Excellent cold flow properties",In Stock,TorqueGT
AEM Adjustable Fuel Pressure Regulator - Universal (-6AN IN + OUT),£157.22,,"SKU:     
        25-302BK    





AEM's Universal Adjustable Fuel Pressure Regulator is capable of supporting enough fuel flow for engines up to 1000 horsepower. Our universal FPR is tapped to accept a -6 AN, or 9/16x18 fittings and includes a 1/8 NPT port for a fuel pressure gauge or pressure sensor pick up.","Product Features:

Universal fuel pressure regulator adapts to virtually any vehicle
Adjustable from 20 psi to maximum fuel pump capacity
Supports fuel flow in racing applications up to 1,000 horsepower
Boost dependent rising fuel pressure rate (1:1)
CNC-machined from 6061-T6 billet aluminum
Inlet: 2 X -6 (9/16-18) Outlet: -6 (9/16""-18) Gauge Port: 1/8""NPT",Not In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 17x9J ET38 5x114 Semi Gloss Black,£336.00,,,,Not In Stock,TorqueGT
Exoracing T25 Titanium Turbo Blanket Jacket,£49.49,,"SKU:     
        EX-TURB-BLAN-T25","Product Features:

Keeps the engine bay cooler
Saves vital components from heat failure
Faster turbo spool creating less lag
Keeps mechanics safe when working next to hot turbos
Anchor hook for maximum security
Ultimate thermal barrier reduces turbo lag
Comes with 2 springs fasteners
Outer circumference: 17
Inner width: approximately 2
Working temperature: 1200°C/2100°F
Professional installation is recommended",Not In Stock,TorqueGT
Millers TRX Synth 75w90 Fully Synthetic Gear Oil - 1L,£11.90,,"SKU:     
        5252-1L    





Millers is a family owned, UK based company that develops engine oils and fuel additives for both commercial and domestic markets, as well as catering for motor sport applications. Their performance lubricants are proven in race series such as the Civic Cup and Caterham Championship, giving you absolute peace of mind in the quality of their oils
TRX is a fully synthetic gearbox oil, specifically intended for car and van manual transmissions where a performance gear oil is needed. Offering excellent protection and fuel economy, its an excellent all round performance service gear oil.
Sold in 1 litre bottles.","Designed for use in modern car and van manual gearboxes, where a performance gear oil is required
Meets API GL4 and API GL5
Provides maximum protection and fuel economy",In Stock,TorqueGT
"TAROX Sport Compact Big Brake Kit, Front, 326mm - BRZ, GT86, Impreza WRX STI (00-07)","£1,500.00",,"SKU:     
        KMSU0690    


                KMSU0690-Red-F2000            

                KMSU0690-Red-G88            

                KMSU0690-Red-Blank            

                KMSU0690-Black-Blank            

                KMSU0690-Black-F2000            

                KMSU0690-Black-G88            

                KMSU0690-Blue-Blank            

                KMSU0690-Blue-F2000            

                KMSU0690-Blue-G88            

                KMSU0690-Gold-F2000            

                KMSU0690-Gold-G88            

                KMSU0690-Gold-Blank            






TAROX can trace its history back to the 1970's, designing and crafting bespoke braking solutions, some of which eventually led to Formula 1 race successes throughout the 70's and 80's. In 1983 TAROX released the first commercially available grooved brake disc, the C83. A refined version of this is still available with all TAROX big brake kits in the C88 disc.
TAROX Sport bespoke brake kits are tailor made for each specific application vehicle, tuned to maximise performance of each specific application. Crafted from the finest materials and finished to an incredibly high standard in the TAROX factory in Northern Italy, each kit represents many years of braking know-how and race winning pedigree.
Each caliper is finished in a hard wearing anodised finish, but the Black colour is a particularly hard wearing and recommended for use on a car that will be used on track to avoid discolouration.","Product Features:

Assembled by hand and machined from the highest quality billet alloy
Heat treated, CNC machined billet rotors available in a number of styles
Hard anodised alloy disc bells and calipers
CNC machined alloy mounting brackets
Braided brake lines

Kit Specifics:

Disc Diameter: 326mm
Disc Thickness: 30mm
Disc Configuration: Single Piece Cast
Minimum Wheel Size: 17""

Disc Types:

F2000 - curved grooved type discs
G88 - straight grooved type discs
Blank - OE style smooth discs

Suitable For:

Subaru BRZ
Toyota GT86
Subaru Impreza Classic WRX, Sport, Turbo, Turbo 2000
Subaru Impreza WRX STI Newage
Subaru Impreza WRX STI Hatch
Subaru Forester SF

Please Note: Image used for illustration purposes only. Exact kit may vary.",Preorder Only,TorqueGT
Soft99 Fabric Seat and Mat Cleaner 400ml,£15.39,,"SKU:     
        S99-FBCL",,In Stock,TorqueGT
Mugen Commander Eye Sticker,£16.61,,"SKU:     
        90000-YZ5-312A-Z3","Product Features:

2 stickers included
H: 92mm x W: 100mm",In Stock,TorqueGT
BLOX Racing 490 Shift Knob M12x1.25 - Gunmetal,£54.00,,"SKU:     
        BXAC-00225-GM","Product Features:

Diameter 50mm
Weight 490 grams
High grade billet stainless steel
M12x1.25 thread for Subaru and Toyota vehicles",Not In Stock,TorqueGT
Rays 17HEX Steel Lock & Wheel Nut Set,£79.20,,"SKU:     
        17HEX    


                74082000000BK            

                74082000000CP            

                74082000001BK            

                74082000001CP            






Rays alloy wheels are the benchmark performance alloy wheel. With years of experience manufacturing alloy wheels for the likes of F1 and GT1, RAYS are a brand built on experience on the track combined with timeless designs.
Rays Nut and Lock wheel nuts are made from hardened steel, with each one stamped with the Rays logo on the top.","Made from hardened steel
Available in Black or Chrome
16x nuts, 4x locking nuts, 1x key adaptor",In Stock,TorqueGT
